# ひだまり 移動の正解表 — server/src/dump-golden.js が書き出す。手で編集しない。
# 定義は core/movement.js のほう。この表を直して通すのは、規則を2つ持つのと同じこと。
speed	4.2
tolerance	1.2
grid	8	6
blocked	3	2
blocked	4	2
# move	x	y	dx	dy	dt	->	outX	outY	outDir	moved	clamped
move	1.5	1.5	1	0	0.1	1.92	1.5	1.570796	1	0
move	1.5	1.5	0	1	0.1	1.5	1.92	0	1	0
move	1.5	1.5	1	1	0.1	1.796985	1.796985	0.785398	1	0
move	1.5	1.5	-1	-1	0.1	1.203015	1.203015	-2.356194	1	0
move	3.5	1.6	0	1	0.1	3.5	1.6	0	0	1
move	2.9	1.6	1	1	0.1	3.196985	1.896985	0.785398	1	0
move	1.2	1.5	-1	0	0.1	1.2	1.5	-1.570796	0	1
move	1.5	1.2	-1	-1	0.1	1.203015	1.2	-2.356194	1	1
move	2.8	2.5	1	1	0.1	2.8	2.796985	0.785398	1	1
move	2.8	2.5	1	-1	0.1	2.8	2.203015	2.356194	1	1
move	2.8	1.9	1	1	0.1	3.096985	1.9	0.785398	1	1
move	1.5	1.5	9	0	0.1	1.92	1.5	1.570796	1	0
move	1.5	1.5	-9	9	0.1	1.203015	1.796985	-0.785398	1	0
move	1.5	1.5	0	0	0.1	1.5	1.5	0	0	0
move	1.5	1.5	1	0	0	1.5	1.5	0	0	0
move	1.5	1.5	1	0	-1	1.5	1.5	0	0	0
move	1.5	1.5	1	0	9	2.55	1.5	1.570796	1	0
move	1.5	1.5	nan	0	0.1	1.5	1.5	0	0	0
move	1.5	1.5	inf	1	0.1	1.5	1.92	0	1	0
move	1.5	1.5	-inf	0	0.1	1.5	1.5	0	0	0
move	1.5	1.5	1	0	0.016	1.5672	1.5	1.570796	1	0
move	1.5	1.5	0.3	-0.7	0.05	1.582723	1.30698	2.736701	1	0
# reach	prevX	prevY	nextX	nextY	dt	->	ok
reach	1.5	1.5	1.5	1.5	0.1	1
reach	1.5	1.5	1.9	1.5	0.1	1
reach	1.5	1.5	3	1.5	0.1	0
reach	1.5	1.5	1.5	2.1	0.1	0
reach	1.5	1.5	9	9	9	0
